x_i,r_i
639343946,0.379183
-557847027,-0.330848
-120759746,-0.071620
431701321,0.256034
-1130312174,-0.670367
518912549,0.307757
1602166214,0.950214
1078619041,0.639709
707585626,0.419656
326729917,0.193777
526220494,0.312091
-537227143,-0.318619
815017506,0.483371
993860053,0.589440
-240943274,-0.142899
-953908271,-0.565745
-1608880790,-0.954197
1290132845,0.765153
1559211358,0.924739
-592470615,-0.351383
1312484402,0.778410
9134981,0.005418
1623985894,0.963155
719959553,0.426994
-546278790,-0.323988
357024797,0.211745
1505111022,0.892653
115287257,0.068375
41764930,0.024770
1003460405,0.595133
128388214,0.076145
-432881103,-0.256734
1127429514,0.668657
-443943731,-0.263295
345716862,0.205038
-780802551,-0.463079
-826572206,-0.490224
338195685,0.200577
270186502,0.160242
50358369,0.029867
1499395738,0.889263
935276413,0.554695
415306510,0.246310
-70737607,-0.041953
-1236411806,-0.733292
1255980181,0.744898
1178947990,0.699212
-230987631,-0.136994
-1385695830,-0.821830
-148753363,-0.088223
1619131294,0.960276
420746857,0.249537
-41643918,-0.024698
-1663357371,-0.986506
503126310,0.298395
-407600447,-0.241740
-63278406,-0.037529
-367672611,-0.218060
812659246,0.481973
1073546649,0.636700
-978852734,-0.580539
138054133,0.081877
1624264374,0.963320
103053041,0.061119
1480240586,0.877903
-190538867,-0.113005
-732563778,-0.434470
-787468599,-0.467033
427300498,0.253424
-71725147,-0.042539
-1526386106,-0.905271
-114555615,-0.067941
658826970,0.390738
578911805,0.343342
-776631986,-0.460606
205672953,0.121981
346908322,0.205745
-12648619,-0.007502
52036566,0.030862
-195826351,-0.116141
665673194,0.394798
-66639123,-0.039522
1053370846,0.624734
-269471959,-0.159819
452465842,0.268349
-229009147,-0.135821
-582679706,-0.345576
-1324552319,-0.785567
364925690,0.216431
-432512611,-0.256515
-494725010,-0.293412
-1411479975,-0.837122
721445058,0.427875
-297788235,-0.176613
284455158,0.168705
472894385,0.280465
1052902922,0.624457
-868228531,-0.514930
-452094722,-0.268129
465180553,0.275890
-244938030,-0.145268
-741258651,-0.439626
659459206,0.391113
-939703839,-0.557321
1508816666,0.894851
-177181443,-0.105083
-1580540018,-0.937388
-1231576391,-0.730425
297980642,0.176727
362013205,0.214703
296850966,0.176057
1033769489,0.613109
-570776022,-0.338516
1346683309,0.798692
810891294,0.480924
1182001129,0.701022
-333088526,-0.197548
-600398907,-0.356085
1454624166,0.862710
472054849,0.279967
185733946,0.110155
-606101411,-0.359467
1425989294,0.845727
900966169,0.534346
-15287038,-0.009066
-1047507083,-0.621257
-333221066,-0.197627
-695943055,-0.412751
-195477942,-0.115934
336316685,0.199463
5378878,0.003190
295936073,0.175514
1209458450,0.717307
304063781,0.180334
1250346694,0.741557
1378098849,0.817324
-395548838,-0.234593
-583271491,-0.345927
-1450109490,-0.860032
-973565063,-0.577403
-1247928542,-0.740123
-141859627,-0.084134
-207878058,-0.123289
1179244241,0.699387
316657258,0.187803
193656941,0.114854
-1095358882,-0.649637
139411625,0.082682
387759410,0.229973
1235373701,0.732677
-564561946,-0.334831
539404545,0.319911
138392442,0.082078
-289702115,-0.171817
-713849618,-0.423371
1504471001,0.892273
-1485113022,-0.880792
-1277484491,-0.757652
-1628613258,-0.965900
986928433,0.585329
789599882,0.468297
112742349,0.066865
775123326,0.459711
-285423351,-0.169279
504959826,0.299482
408199141,0.242095
641589510,0.380515
567319393,0.336466
-229771366,-0.136273
1007954557,0.597799
-31970290,-0.018961
898966585,0.533160
407849826,0.241888
-774535275,-0.459362
166288022,0.098622
688339857,0.408241
166516394,0.098758
-1526083795,-0.905091
-92539746,-0.054884
271726953,0.161156
-395452046,-0.234535
1464637765,0.868649
-456785370,-0.270911
-288885311,-0.171332
1272525754,0.754711
-1199833635,-0.711599
1668352814,0.989468
435734681,0.258426
1186796930,0.703867
-1278176011,-0.758062
300029878,0.177942
-1102345743,-0.653780
-763932982,-0.453074
846558861,0.502078
365014974,0.216483
1123389897,0.666261
1123886994,0.666556
-660587867,-0.391782
-8135866,-0.004825
-575490015,-0.341312
1671653338,0.991426
287897917,0.170747
-1552932274,-0.921015
-249735943,-0.148114
-1620682846,-0.961196
983714389,0.583422
623480022,0.369774
-754565039,-0.447518
556908266,0.330292
418465261,0.248184
-919166242,-0.545140
-1261645271,-0.748258
1244194226,0.737908
241533957,0.143249
1007250534,0.597381
1077338753,0.638949
-1586588678,-0.940976
139533469,0.082755
-217616018,-0.129064
-1303852711,-0.773290
1307382210,0.775384
-257906763,-0.152960
-191776266,-0.113739
-216179023,-0.128212
-1625413878,-0.964002
192101709,0.113932
67948030,0.040299
-1178731895,-0.699084
1507007442,0.893778
1521644901,0.902459
-1343703674,-0.796925
1174041825,0.696302
385660954,0.228728
1160407037,0.688215
237566094,0.140896
-1312741959,-0.778562
-1393343518,-0.826366
-484332267,-0.287248
1030528790,0.611187
125232401,0.074273
-1078032598,-0.639361
-932094803,-0.552808
234238238,0.138922
-347141399,-0.205883
232638962,0.137974
-383971643,-0.227726
-441207130,-0.261672
975400769,0.578492
1284494394,0.761809
1433066333,0.849924
809940910,0.480361
-968070631,-0.574144
-283447806,-0.168108
1115380341,0.661511
235682870,0.139779
-168242319,-0.099781
93642570,0.055538
-1017011187,-0.603170
-752563138,-0.446331
-1400503479,-0.830612
-1532301294,-0.908779
-1195683803,-0.709137
-1266913338,-0.751382
-380120671,-0.225442
1122625626,0.665808
-28805443,-0.017084
450014926,0.266895
682661497,0.404874
-888795102,-0.527128
419672021,0.248900
851611990,0.505075
-133617199,-0.079246
1369649002,0.812313
-71691411,-0.042519
684367710,0.405886
-748100695,-0.443684
-1029927374,-0.610830
-1054656123,-0.625497
257220838,0.152553
-121791487,-0.072232
-1068698502,-0.633825
855194141,0.507199
993975790,0.589508
-1246516519,-0.739285
508996162,0.301876
311471413,0.184728
1348574838,0.799814
210626609,0.124919
-1452574838,-0.861495
678472397,0.402389
-526800258,-0.312435
1199418377,0.711352
1184146514,0.702295
1131072229,0.670817
357501446,0.212027
-1619341727,-0.960401
-1325729638,-0.786265
-399301251,-0.236818
-1669511922,-0.990156
916170553,0.543363
-89211806,-0.052910
-688369003,-0.408259
532374422,0.315741
-991097199,-0.587801
904902570,0.536681
-1443141075,-0.855900
407104926,0.241446
264920169,0.157119
225784434,0.133908
-282590139,-0.167599
1484581670,0.880477
817195201,0.484663
280360122,0.166276
-1590937379,-0.943555
318759982,0.189051
-374436967,-0.222071
-80722302,-0.047875
1586536437,0.940945
-954081098,-0.565847
-49505039,-0.029361
-1414402102,-0.838855
-103788147,-0.061555
201025726,0.119225
752153801,0.446088
346044562,0.205232
-781130331,-0.463274
-831486906,-0.493139
395537185,0.234586
-180360998,-0.106969
513438781,0.304511
-617039026,-0.365954
246568953,0.146235
243091618,0.144173
3118421,0.001849
-119073322,-0.070620
961712977,0.570374
271851498,0.161230
-823828243,-0.488597
1450318814,0.860157
119764265,0.071030
1366800050,0.810623
526085893,0.312012
-767830682,-0.455386
-1170549375,-0.694231
844813562,0.501043
-650913891,-0.386045
-31864210,-0.018898
-739439527,-0.438548
-390610238,-0.231664
925577909,0.548943
517800694,0.307098
69530033,0.041237
-587708406,-0.348559
-147810227,-0.087663
-1000732930,-0.593516
826006921,0.489889
-413291310,-0.245115
670933093,0.397918
-663691642,-0.393623
-1538152479,-0.912249
231258394,0.137155
263086845,0.156032
345313678,0.204799
-1432049479,-0.849321
1401009378,0.830912
324630549,0.192532
391489558,0.232185
862566417,0.511572
-1224710102,-0.726352
-718800979,-0.426307
-840619490,-0.498555
614739433,0.364590
305404658,0.181130
-1074955835,-0.637536
-1172201562,-0.695211
-50470335,-0.029933
-246704838,-0.146316
-557836707,-0.330842
-1130590034,-0.670532
-509661927,-0.302271
-990044414,-0.587177
1175479669,0.697155
119735606,0.071013
-511252879,-0.303214
441352266,0.261758
-54427891,-0.032280
-205159106,-0.121676
-1033738679,-0.613091
-19070702,-0.011310
113310501,0.067202
-648013626,-0.384325
-639269727,-0.379139
1126525274,0.668121
429846973,0.254934
220350414,0.130686
102930809,0.061046
374079778,0.221860
-165283115,-0.098026
739711574,0.438709
1038253265,0.615768
1197772906,0.710376
728968813,0.432338
1429018718,0.847524
167544489,0.099367
1421500210,0.843065
-1215421307,-0.720843
-214021658,-0.126932
-298938623,-0.177295
-401066630,-0.237865
-1392446179,-0.825833
-124242194,-0.073686
1542778329,0.914993
571497282,0.338944
-1326434251,-0.786683
-1014765706,-0.601838
367164209,0.217758
230987914,0.136995
1404241357,0.832829
1666048894,0.988102
-218591479,-0.129642
-802278062,-0.475816
610989541,0.362366
1070478086,0.634880
-201391775,-0.119442
1030093210,0.610929
-962846595,-0.571046
1064328718,0.631233
551299641,0.326965
-362009246,-0.214701
-37413483,-0.022189
683371670,0.405295
-1595088495,-0.946017
-1125082966,-0.667265
-403241683,-0.239155
416933534,0.247275
98336617,0.058322
1645904754,0.976155
-43159739,-0.025597
396481574,0.235146
1576852417,0.935201
97564090,0.057863
-47811619,-0.028356
-425935570,-0.252614
1008619161,0.598193
570521474,0.338365
-847598859,-0.502695
-1483757130,-0.879988
1676128241,0.994080
-1133866806,-0.672475
-491443059,-0.291466
-1090313794,-0.646644
36591561,0.021702
1289832850,0.764975
-919891803,-0.545570
-1563742906,-0.927426
-11657695,-0.006914
563767770,0.334360
-1042944195,-0.618550
638538830,0.378705
-92185863,-0.054674
301087138,0.178569
-538517419,-0.319384
-447570218,-0.265445
607708753,0.360421
825524458,0.489603
-278692883,-0.165287
-822373154,-0.487734
-294381527,-0.174592
191137714,0.113360
1320901125,0.783401
-799261082,-0.474027
748210305,0.443749
-377154054,-0.223683
-354381155,-0.210177
-63298706,-0.037541
910905177,0.540241
1071674306,0.635590
878689717,0.521134
-1210692618,-0.718039
-1262058319,-0.748503
-53450486,-0.031700
343405389,0.203667
-243974146,-0.144696
-315375479,-0.187043
512114130,0.303725
-1523397787,-0.903498
-169408634,-0.100473
973265633,0.577225
-1194149350,-0.708227
503078397,0.298366
-938530162,-0.556624
1111632825,0.659288
-529652254,-0.314127
-1011137771,-0.599687
200061206,0.118653
284592913,0.168787
910182698,0.539812
971543213,0.576204
211952414,0.125705
-470593303,-0.279100
-584553486,-0.346688
438822085,0.260257
1644005542,0.975029
-1632479935,-0.968193
1002788410,0.594735
727667037,0.431566
335571374,0.199021
95154201,0.056434
-742567934,-0.440403
760180853,0.450849
-228078026,-0.135269
305068401,0.180930
-1635376822,-0.969911
145447437,0.086262
783564350,0.464717
1421396297,0.843003
564990482,0.335085
87074341,0.051642
-256785978,-0.152295
239941537,0.142305
-266409382,-0.158002
968846525,0.574605
1275060430,0.756214
5151865,0.003055
-9440734,-0.005599
-185449003,-0.109986
412722006,0.244778
676712401,0.401345
103018858,0.061099
-759805587,-0.450626
735940958,0.436473
-1240847959,-0.735923
-643022,-0.000381
811798405,0.481462
496349926,0.294376
519668225,0.308205
-417237382,-0.247456
-221073379,-0.131114
-234909714,-0.139320
-705679143,-0.418525
52956226,0.031407
-59129035,-0.035068
-724291466,-0.429564
139529777,0.082752
-459556470,-0.272554
1115644109,0.661667
340794494,0.202119
-1225952759,-0.727089
-546978222,-0.324402
81076453,0.048085
146496518,0.086884
811414625,0.481235
1116666522,0.662274
-1378935939,-0.817821
-1234077938,-0.731908
-422138567,-0.250362
721919586,0.428157
-952375147,-0.564836
74020246,0.043900
1602663569,0.950509
-688948822,-0.408602
1190961197,0.706337
1027465118,0.609370
-1385651607,-0.821804
1063113842,0.630513
-65217979,-0.038680
-306922202,-0.182030
413028033,0.244959
-743868742,-0.441174
1416277725,0.839967
147297838,0.087360
96997785,0.057528
-189749118,-0.112537
-519129611,-0.307886
1353413302,0.802684
-547568911,-0.324753
27341258,0.016216
698615693,0.414336
928570046,0.550717
-972965175,-0.577047
-591373678,-0.350733
181418917,0.107596
93574726,0.055497
-1167929055,-0.692677
758311642,0.449740
148597309,0.088130
1039396174,0.616446
-1215668743,-0.720990
-934991198,-0.554526
1095248725,0.649571
-454285354,-0.269428
-1355204271,-0.803746
-852303382,-0.505485
-538208531,-0.319201
928189918,0.550492
-113329367,-0.067213
-588293966,-0.348906
134563077,0.079807
485140326,0.287728
382778241,0.227019
1231902458,0.730618
-405320291,-0.240388
-966230930,-0.573053
-1671196071,-0.991155
-387504958,-0.229822
-54638411,-0.032405
1493013750,0.885478
-670951503,-0.397929
-542733814,-0.321885
734613069,0.435685
249460990,0.147951
782607241,0.464150
-1169371438,-0.693532
726791781,0.431046
499855494,0.296455
-1685189151,-0.999454
68860698,0.040840
-1500227331,-0.889756
404177806,0.239710
-887509319,-0.526365
-1221028126,-0.724169
46599701,0.027637
3258902,0.001933
-1189257711,-0.705326
-1065473494,-0.631912
53685677,0.031840
497884190,0.295286
-331582487,-0.196655
-692405006,-0.410652
-271822907,-0.161213
-1597541978,-0.947472
1304479809,0.773662
1132271418,0.671529
-976712611,-0.579270
-1351466322,-0.801529
-713903335,-0.423403
-329547518,-0.195448
-482837643,-0.286362
190486326,0.112974
1584467057,0.939717
876331594,0.519736
-1122028275,-0.665454
-403638466,-0.239390
185150537,0.109809
-182770926,-0.108398
1502236965,0.890948
-168727866,-0.100069
-1659966815,-0.984495
-648647846,-0.384701
749332413,0.444415
141261262,0.083779
1337237369,0.793090
284287778,0.168606
-219639595,-0.130264
-766890922,-0.454828
283321041,0.168032
-832482710,-0.493730
1250124909,0.741425
-270792098,-0.160602
1527893161,0.906164
89129266,0.052861
-425592187,-0.252411
349903846,0.207521
-1281460991,-0.760010
-219629702,-0.130258
-118592739,-0.070335
-218830610,-0.129784
707097561,0.419366
-1591886526,-0.944118
-64139723,-0.038040
1632794998,0.968380
-145120975,-0.086068
-865019254,-0.513027
-598361139,-0.354877
161502590,0.095784
626808073,0.371748
-21276846,-0.012619
1571376101,0.931953
320242950,0.189930
630548321,0.373966
-1418331238,-0.841185
-1572071811,-0.932366
-352284658,-0.208933
-116707271,-0.069217
1392578402,0.825912
199013269,0.118031
331710102,0.196731
465209233,0.275907
-51619158,-0.030614
93076269,0.055202
527423646,0.312805
997115241,0.591370
-1673583246,-0.992570
406209861,0.240915
-868899290,-0.515328
-1457929791,-0.864671
264255418,0.156725
-386340387,-0.229131
1560309550,0.925390
-1641294695,-0.973421
-1111631486,-0.659288
617398517,0.366167
150289334,0.089134
250336753,0.148470
-271199542,-0.160843
597484173,0.354357
813470654,0.482454
-1588650551,-0.942199
-146969710,-0.087165
-69278043,-0.041087
-79003834,-0.046856
-78543839,-0.046583
-1685492774,-0.999634
1646978365,0.976792
-93944242,-0.055717
-1571987207,-0.932316
896932770,0.531954
273905237,0.162448
615755990,0.365193
-111965103,-0.066404
-1381022998,-0.819059
-562187795,-0.333423
1501071070,0.890257
-947691991,-0.562058
337127858,0.199944
-986107899,-0.584842
1441206374,0.854752
1659022977,0.983935
-1072457734,-0.636054
-677902179,-0.402051
-760949394,-0.451305
-1204431527,-0.714326
1011602882,0.599962
-1471753291,-0.872869
-288170506,-0.170908
869771953,0.515845
-1485133046,-0.880804
19179853,0.011375
-1550470658,-0.919555
-460224887,-0.272951
263282642,0.156148
291184997,0.172696
-895657594,-0.531198
1685274849,0.999505
1252047898,0.742566
1190548477,0.706092
-248685426,-0.147491
-1498730055,-0.888868
-262076446,-0.155433
1442634005,0.855599
723829526,0.429290
-346148591,-0.205294
-54916310,-0.032570
461883565,0.273934
1057363230,0.627102
-637561111,-0.378125
1424690674,0.844957
14334661,0.008502
-1233167706,-0.731368
-903267519,-0.535711
1215486010,0.720882
159106909,0.094363
-59630674,-0.035366
762541593,0.452249
-145247742,-0.086144
-582252939,-0.345323
872112182,0.517233
1548558193,0.918421
1374643018,0.815275
-912453619,-0.541159
536588350,0.318240
273911625,0.162452
1034368018,0.613464
-3277787,-0.001944
-48294970,-0.028643
573218209,0.339965
-221516710,-0.131377
777937597,0.461380
375722702,0.222834
-1563123079,-0.927059
265409570,0.157409
-376906795,-0.223536
1277736278,0.757801
948598225,0.562596
1528607594,0.906588
-338002067,-0.200463
-467106978,-0.277032
244543401,0.145034
650629682,0.385876
273343877,0.162115
-124877594,-0.074063
-1440913407,-0.854578
359528570,0.213230
-237754851,-0.141008
142098926,0.084276
395622105,0.234636
1089564226,0.646200
696965429,0.413357
159302262,0.094479
-142855119,-0.084725
1589902218,0.942941
565581517,0.335436
163483262,0.096959
1573206025,0.933039
1664018514,0.986898
-127437083,-0.075581
-1663062522,-0.986331
-1649960351,-0.978560
-358941542,-0.212881
51581309,0.030592
35498254,0.021053
-1636191431,-0.970394
-10977182,-0.006510
-400064875,-0.237271
-170948714,-0.101386
-1165469039,-0.691218
-1243137110,-0.737281
-1373252051,-0.814450
183488926,0.108824
-9508759,-0.005639
-348227982,-0.206527
-566644667,-0.336066
1495568166,0.886993
-781241151,-0.463339
496302266,0.294347
5317853,0.003154
591874094,0.351029
-62285927,-0.036941
-1440150910,-0.854126
-1212888075,-0.719341
896337078,0.531601
-107681551,-0.063864
151548874,0.089881
1184873869,0.702726
1550732478,0.919710
437682377,0.259581
-27755374,-0.016461
-380137051,-0.225452
49227846,0.029196
429537057,0.254750
-1222775590,-0.725205
1497653309,0.888230
-1578688690,-0.936290
-171285511,-0.101586
-75166558,-0.044580
587776341,0.348599
304691670,0.180707
-553132207,-0.328052
-391535638,-0.232212
412732653,0.244784
1374420958,0.815143
29491497,0.017491
-127993166,-0.075910
550968069,0.326769
307329382,0.182271
500081025,0.296589
209180922,0.124061
-14498915,-0.008599
-940626322,-0.557868
1187125337,0.704062
-1232173374,-0.730779
-168206667,-0.099760
-178903306,-0.106104
1548172721,0.918192
197970954,0.117413
-175504307,-0.104088
949676798,0.563235
-805869175,-0.477946
1504964818,0.892566
810437733,0.480655
1524466310,0.904132
-1137544223,-0.674656
-958087910,-0.568224
-626897155,-0.371801
164722062,0.097694
1148630201,0.681231
1583839458,0.939345
-1596152811,-0.946648
457559062,0.271370
1136198673,0.673858
-1317802966,-0.781564
275145645,0.163184
296554014,0.175881
-1245922839,-0.738933
758734578,0.449991
408102341,0.242038
-1406843994,-0.834373
-420762047,-0.249546
732338490,0.434336
-1090977187,-0.647038
1199568046,0.711441
-206685927,-0.122582
305259266,0.181043
-326594187,-0.193697
-221632202,-0.131446
113455729,0.067288
278987850,0.165462
-1322980595,-0.784635
282356030,0.167460
353890889,0.209886
-313441006,-0.185896
-1568954587,-0.930517
372948166,0.221188
1302352033,0.772400
-864064166,-0.512460
173858237,0.103112
-1444107314,-0.856473
1513006457,0.897335
-493894366,-0.292919
1481844437,0.878854
146095702,0.086647
315345105,0.187025
106304618,0.063047
-189031827,-0.112111
-758973346,-0.450133
-561048919,-0.332747
-1176657102,-0.697853
31314053,0.018572
-953160218,-0.565301
167140097,0.099128
691091834,0.409873
117694749,0.069803
-1106666770,-0.656343
-457311783,-0.271223
-425517246,-0.252366
-1642961867,-0.974410
1306069878,0.774605
-356989135,-0.211723
831855754,0.493358
614494669,0.364445
-1163212930,-0.689880
573053705,0.339867
197163346,0.116934
1049600485,0.622498
76994310,0.045664
-1072444063,-0.636046
217972122,0.129275
-1130099587,-0.670241
1565049358,0.928201
-274581959,-0.162849
-326241950,-0.193488
1385974165,0.821995
-1400401770,-0.830552
837823889,0.496897
870325418,0.516174
424243501,0.251611
-222442850,-0.131927
216599401,0.128461
-891566222,-0.528771
-785966267,-0.466142
92370982,0.054783
1553901505,0.921590
-660096582,-0.391491
435380189,0.258216
-568581842,-0.337215
-895395175,-0.531042
15874946,0.009415
919000821,0.545042
-988623434,-0.586334
-195560463,-0.115983
909710538,0.539532
95197325,0.056460
397280702,0.235620
-203955255,-0.120962
546409874,0.324065
-356893531,-0.211667
-1493053114,-0.885501
-222500319,-0.131961
745565658,0.442181
-198714563,-0.117854
376813646,0.223481
1208051449,0.716472
-17695326,-0.010495
48761941,0.028920
-36912426,-0.021892
-841600431,-0.499137
757204202,0.449083
591390701,0.350743
934115550,0.554006
1652204585,0.979891
-1211905102,-0.718758
887031301,0.526081
-39198106,-0.023248
-300641151,-0.178305
-300279302,-0.178090
251100829,0.148923
868714350,0.515218
-385328295,-0.228531
-835766334,-0.495677
819325365,0.485926
-175673354,-0.104189
-1538207567,-0.912282
-6492918,-0.003851
-285647027,-0.169412
-1267850242,-0.751938
-1646834551,-0.976706
928285138,0.550548
145454949,0.086267
1275833222,0.756672
793487073,0.470602
-1167671782,-0.692524
437799421,0.259651
-947679602,-0.562051
-1459865671,-0.865819
-355735070,-0.210980
1407610645,0.834827
-879438570,-0.521578
-617752815,-0.366377
-206844630,-0.122676
181337773,0.107548
-928905442,-0.550916
468966633,0.278135
1361424370,0.807435
439718085,0.260788
230239398,0.136551
-402120383,-0.238490
-40347078,-0.023929
29375837,0.017422
882625966,0.523469
-962397159,-0.570780
451548162,0.267805
-235955083,-0.139940
-490278346,-0.290775
-388807311,-0.230594
-1185897142,-0.703333
112641549,0.066806
-1535434178,-0.910637
-338274999,-0.200624
-1172744686,-0.695533
-1282190811,-0.760443
-800823866,-0.474953
1416627105,0.840175
1567682138,0.929763
455432381,0.270108
-788380466,-0.467574
801286265,0.475228
-1179929054,-0.699794
365392341,0.216707
82822998,0.049121
-1364780079,-0.809425
-1299352214,-0.770621
-123292307,-0.073122
-634686114,-0.376420
847558057,0.502671
-1190038478,-0.705789
-690308219,-0.409409
-306227482,-0.181618
-1305915903,-0.774514
-751666566,-0.445799
1518181405,0.900405
-676793362,-0.401393
-1113506599,-0.660400
-315436990,-0.187080
776204085,0.460352
132207734,0.078410
755980849,0.448358
342113674,0.202901
-678114099,-0.402177
-77266818,-0.045825
394591753,0.234025
-319813038,-0.189675
86101221,0.051065
-1287913466,-0.763837
458883169,0.272155
320798362,0.190259
-1627453571,-0.965212
-327034098,-0.193958
1015331129,0.602174
-283024798,-0.167857
-1229253483,-0.729047
-412247658,-0.244496
343015569,0.203436
-19464790,-0.011544
58133549,0.034478
-86391906,-0.051237
-581095831,-0.344637
-610854798,-0.362286
-830568891,-0.492595
424436006,0.251725
-492299583,-0.291974
-1384613190,-0.821188
392141533,0.232572
637467182,0.378070
1009982873,0.599002
-258380670,-0.153241
-1182604811,-0.701380
1114019510,0.660704
1253379825,0.743356
-35146294,-0.020845
-1069321331,-0.634194
-1304707394,-0.773797
1133725385,0.672391
-186081646,-0.110361
-704190555,-0.417642
-1182631354,-0.701396
-625369823,-0.370895
1468067546,0.870683
961893949,0.570481
932335950,0.552951
997353977,0.591512
1086123682,0.644159
-1427024043,-0.846341
10374102,0.006153
1220445521,0.723823
429417962,0.254680
-437255443,-0.259328
-373493282,-0.221512
1630357289,0.966934
1632017586,0.967919
-1236209403,-0.733172
1634749286,0.969539
1681164161,0.997067
-151364870,-0.089772
-325699171,-0.193166
-13770642,-0.008167
-460808615,-0.273297
665708738,0.394819
576484533,0.341902
-924403466,-0.548246
-864787535,-0.512889
15404554,0.009136
158513741,0.094011
-275817218,-0.163582
-1355731063,-0.804058
-1013771566,-0.601249
1089643109,0.646247
1571280006,0.931896
4119009,0.002443
-660160742,-0.391529
-396868355,-0.235375
-1153194098,-0.683938
-12862791,-0.007629
-1097966878,-0.651183
-1575339499,-0.934304
261217814,0.154923
-188962287,-0.112070
-496914902,-0.294711
1111595437,0.659266
1315242014,0.780045
329580521,0.195468
-1649409806,-0.978234
-327025723,-0.193953
1564153254,0.927670
1132368961,0.671587
1120410426,0.664494
-850298787,-0.504296
289777326,0.171861
1347534617,0.799197
763380994,0.452747
1635821429,0.970175
-1074676938,-0.637371
-75671439,-0.044879
176047690,0.104411
299016461,0.177341
1206901566,0.715790
252622921,0.149826
142567186,0.084554
1016397093,0.602806
-834924858,-0.495178
127514273,0.075626
-182423718,-0.108192
-1514679363,-0.898328
-73015858,-0.043304
-208622727,-0.123730
-375019742,-0.222417
384154837,0.227835
1247301718,0.739751
-593727791,-0.352129
532862570,0.316031
932958317,0.553320
-1167987106,-0.692711
1249138857,0.740841
-463256270,-0.274749
-817781115,-0.485010
-21184538,-0.012564
-969522943,-0.575006
1643232122,0.974570
-775858403,-0.460147
1045843182,0.620270
356417497,0.211384
362840386,0.215194
354384437,0.210179
278371702,0.165097
1249897777,0.741291
338779786,0.200924
-107796531,-0.063932
1206729086,0.715688
-774119159,-0.459115
-943875246,-0.559795
-1264715803,-0.750079
206514438,0.122480
-344312991,-0.204206
-25296998,-0.015003
119800445,0.071051
-557255666,-0.330498
-22987719,-0.013634
1125307234,0.667398
-394010731,-0.233680
1426170518,0.845835
-108145775,-0.064139
-204742998,-0.121429
464430893,0.275445
482589854,0.286215
751522153,0.445714
217082226,0.128747
683667781,0.405470
629492262,0.373340
-217346623,-0.128904
-829998150,-0.492256
857069021,0.508311
-697314514,-0.413564
-1560354663,-0.925417
-1315005054,-0.779905
627633397,0.372237
837312438,0.496594
28058097,0.016641
429151946,0.254522
-689680755,-0.409037
471300030,0.279519
-347559479,-0.206131
291352466,0.172796
1488818853,0.882990
-688839866,-0.408538
-258977759,-0.153595
-1655738406,-0.981987
1565315389,0.928359
-21173682,-0.012558
-258118407,-0.153085
-1176117342,-0.697533
1042588245,0.618339
119395542,0.070811
-1321150383,-0.783549
1645004522,0.975621
-592830995,-0.351597
-828740898,-0.491511
1641671209,0.973644
15166898,0.008995
78437381,0.046520
-995838874,-0.590613
-584156543,-0.346452
681090042,0.403942
-788597603,-0.467702
-543016594,-0.322053
-616373927,-0.365560
-41248318,-0.024464
-1509097547,-0.895017
-1049361930,-0.622357
984741553,0.584032
-784912630,-0.465517
418780493,0.248371
-50424322,-0.029906
-1526394231,-0.905275
-646994990,-0.383720
2346341,0.001392
-860750458,-0.510495
-32764703,-0.019432
379895834,0.225309
1323450365,0.784913
-1248739186,-0.740604
884293049,0.524457
909036514,0.539132
-1124596459,-0.666977
1413277462,0.838188
1105558801,0.655686
865439530,0.513276
-239192915,-0.141861
393607454,0.233441
-397401367,-0.235691
-36154894,-0.021443
1555588805,0.922590
-72679770,-0.043105
340723521,0.202077
-1581917126,-0.938205
-1280527523,-0.759457
821919662,0.487465
-281378279,-0.166880
-705399294,-0.418359
1211871861,0.718738
1229620278,0.729264
364997489,0.216473
-22419638,-0.013297
-302482419,-0.179397
-701328322,-0.415945
12655433,0.007506
394491922,0.233966
41986085,0.024901
-1683900474,-0.998689
-1382192735,-0.819752
93188186,0.055268
-728478019,-0.432047
668432078,0.396434
-1348948359,-0.800036
1081972770,0.641698
1437468629,0.852535
1533991254,0.909781
271303121,0.160905
209074026,0.123998
-115676307,-0.068605
233203550,0.138309
568196009,0.336986
1381176882,0.819150
370315653,0.219627
589834470,0.349820
345846785,0.205115
-856753030,-0.508124
-70315491,-0.041703
655468014,0.388746
-493501735,-0.292687
1441542722,0.854952
-383449803,-0.227417
318498422,0.188895
-334856143,-0.198597
-469991542,-0.278743
194740941,0.115497
1220768382,0.724015
111985673,0.066417
-1565971374,-0.928748
-16506139,-0.009789
667963910,0.396157
-277584287,-0.164630
-1189412710,-0.705418
1662188925,0.985813
236850446,0.140472
-965230791,-0.572460
-555596702,-0.329514
-369710443,-0.219268
415476630,0.246411
801351313,0.475266
-1212235862,-0.718954
686834221,0.407348
284931486,0.168987
1622373481,0.962199
-177751438,-0.105421
-278176699,-0.164981
-1356057818,-0.804252
-951516991,-0.564327
475266234,0.281871
177606877,0.105335
-605115346,-0.358882
1619305369,0.960379
-1056846206,-0.626795
158922741,0.094254
-929552202,-0.551300
1035810033,0.614319
4126666,0.002447
-158389875,-0.093938
1489055934,0.883131
276303049,0.163870
-1167015790,-0.692135
475938213,0.282270
-1345467322,-0.797971
1564541729,0.927900
819720410,0.486161
-57783235,-0.034270
1567982414,0.929941
-1342017543,-0.795925
-1257310,-0.000746
-788402859,-0.467587
-666149418,-0.395081
610085713,0.361830
